#Objective1, #Objective2, #Objective3, #Objective4, #Objective5, #Variable1, #Variable2, #Variable3, #Variable4, #Variable5, #Variable6, #Variable7, #Variable8, #Variable9, #Variable10, #Variable11, #Variable12, #Variable13, #Variable14, #Variable15, #Variable16, #Variable17, #Variable18, #Variable19, #Variable20, #Variable21, #Variable22, #Variable23, #Variable24, #Variable25, #Variable26, #Variable27, #Variable28, #Variable29, #Variable30, #Variable31, #Variable32, #Constraint1, #Constraint2, #Constraint3, #Constraint4, #Constraint5, #Constraint6, #Constraint7, #Constraint8, #Constraint9, #Constraint10, #Constraint11, #Constraint12, #Constraint13, #Constraint14, #Constraint15, #Constraint16, #Constraint17, #Constraint18, #Constraint19, #Constraint20, #Constraint21, #Constraint22, #OverallConstraintViolation
-13944107.195469113,1457986.3360570574,69748932.46052217,48.134773019488854,-2.177180806632029,0.6680430003119201,0.7637015086839573,0.9836514891754233,0.001456602553327478,0.46416491846404573,0.8554272375294075,0.8449932478312188,0.43346710610354955,0.3561024740843566,0.9303696580717351,0.35500796404487656,0.7630374696603606,0.3117287573143056,0.5454305621211675,0.24340692209573328,0.37312239149180165,0.06965134416274331,0.23618749049544513,0.12639351946526173,0.7724665733223737,0.8201219770341109,0.3885332435799661,0.6536367309291194,0.12129799175353642,0.2824220040966746,0.9117087026101117,0.9914283433438114,0.9478169855764108,0.1128738972094555,0.498033274507695,0.08081075917816673,0.09420785177666803,11.59519052115934,11.951777402179118,0.32914564555800896,0.21841941817520813,0.5959703719853378,0.6281392184318421,0.2968180825954225,0.3220612740622635,0.4713743401423609,0.557306433636795,0.8866393337849858,0.27133524627602,0.0002535284469107779,31.865226980511146,0.00218219457821505,0.0003116629829885095,5.334739167163352,0.0028342077880234226,0.002863090120687989,5.254283599553868e-05,0.0027964600130073103,13944107.195469113,0.0
-13828019.815794341,1213887.2320857046,67432851.80182394,62.5068941547333,-2.034068679767668,0.6198393872651538,0.7769512327196216,0.4535828556400184,0.02617187833410081,0.22571932761710944,0.9176685205786181,0.6624551831893044,0.3533496595321513,0.18816693063038797,0.06154844870284895,0.5341054715977409,0.6031488820990628,0.29920777436884405,0.43101924800728986,0.23867721170552736,0.3756460804512641,0.40602779784786913,0.06637248638645513,0.05838796933353507,0.03851491086391268,0.46372281754646505,0.38617868727499327,0.39199320639284,0.34341783149852495,0.13657050653694314,0.9229570703581061,0.9899887252405976,0.7011067104906301,0.3349186620248733,0.4673318006903368,0.08760052547213315,0.09477403302758265,10.306156370245265,16.363674993703263,0.45486677721716373,0.21442285688970186,0.7518262624290368,0.7923581181335666,0.5711964771033504,0.5884775625742674,0.6448388986448383,0.7947863625812923,0.8691977554277102,0.44035045571425957,0.05872378373952441,17.493105845266697,0.0029512870634450803,0.0006312221731578292,4.238249125048586,0.00443902461800955,0.004417791007844953,0.0003112004280589576,0.0025378024209438913,13828019.815794341,0.0
-6427589.396570058,1153803.5023430765,53138020.55523755,56.83384044646538,-1.0308012238020385,0.8186188133275044,0.8129799950448413,0.34143818792277236,0.03996100084421819,0.24239337190185475,0.9075967952344233,0.8840496485348216,0.5633717764610322,0.36549411116866914,0.05057066584378414,0.4452852078047331,0.5932923431889516,0.21029400535798262,0.07259017609590801,0.210995529852483,0.2651054837053542,0.13158819120894039,0.13877615770684004,0.14983823568666807,0.9367215189535439,0.8211534339151572,0.15472399896928204,0.44994053924825345,0.30210943871153667,0.06788932317067253,0.9715027613218772,0.927575496431816,0.3883735432553313,0.2748367846895903,0.46399043598088874,0.08287414146706093,0.2556423504648916,10.895135329595735,18.607036681864024,0.6329581346900609,0.18794624488555015,0.7406134879874211,0.7984921682141327,0.5366661913405638,0.6004835624069284,0.6668604317289972,0.7674202024299974,0.6432789673437331,0.3860452421706455,0.039819652892672155,23.16615955353462,0.0009229324454352478,0.0028633037456643586,2.933091899340244,0.004578943626520926,0.00460059961832382,0.0007985457724908368,0.0020504570765120123,6427589.396570058,0.0
-8194561.112989238,1364822.942329891,53538372.39339265,35.260934654097625,-2.062594090559237,0.9281433733448907,0.7388853287295213,0.8543263471636713,0.047105619638877536,0.4724781840720172,0.9369198075377444,0.8433416433372913,0.49983230800375644,0.36584947912881205,0.2852625919076804,0.617097765082126,0.584133844388631,0.18456811145483898,0.5850639995185074,0.16660793513695998,0.28988417097923086,0.13495279320532888,0.05214902561942111,0.10988028740274437,0.05396123039129774,0.5345641105978067,0.08181456705841819,0.40961054672417985,0.04219540331302096,0.004575334214613563,0.9096143745759024,0.9925815969230154,0.9625447891789423,0.3171916389598242,0.463446196013935,0.07999419788545982,0.10685877283191555,13.681558580893666,20.516114941710946,0.7854438821285996,0.27956648760073355,0.7276075900593508,0.7716230982242454,0.5272283212082858,0.562959019537204,0.6302049383942556,0.7591821524719745,0.8728762287774242,0.34742917745906865,0.06776597346492584,44.739065345902375,0.0008351480126178131,0.0002358682296766991,8.858324900464464,0.004323725299864438,0.004341373044341268,0.0007372586726332914,0.002111744176369558,8194561.112989238,0.0
-6635227.343798393,1321048.0002764165,45116403.372597456,35.25234931143314,-2.1908781820387015,0.730340092967831,0.7388853287295213,0.5883363981747947,0.01200451805151908,0.481231589046498,0.9409381526662652,0.7877743990906957,0.5050323343722926,0.3713535608895732,0.31711045802406046,0.6218865919708141,0.5717839163571492,0.29052657563248013,0.5827317506990344,0.21247503451122157,0.28988417097923086,0.3539927505298567,0.05162232004390016,0.07619700158493023,0.05833336508155268,0.40662539902356504,0.036548265512980405,0.4166459348956977,0.04219540331302096,0.004575334214613563,0.939581843659532,0.9855949440779578,0.9630396025252406,0.05491330502004634,0.4898941408244905,0.0799519092876585,0.10692820381206594,13.87872399605241,20.52868526084614,0.7964676320776376,0.3040151128280417,0.6950604308905821,0.7606936483527493,0.42295262305670545,0.47725902909374984,0.6537546823101703,0.7629972476954721,0.8881814915184618,0.2446568879355807,0.012967694480104914,44.74765068856686,0.0041204993692521225,0.00038186286524634263,7.6503987152732975,0.00464402144442594,0.004656267506534223,0.0006712218318490068,0.0021777810171538423,6635227.343798393,0.0
-19729673.63119127,1455283.3069124804,91724426.3947805,70.32975572726582,-2.096182272238661,0.8184383782431037,0.7761404060037538,0.7277130177779684,0.0031567967723144024,0.21963703555688893,0.90902558112873,0.4513230024401001,0.2916131745055379,0.4185332868258947,0.0449198714889322,0.6149480727547382,0.3982110936763114,0.2961096658928098,0.36510121553716607,0.26840484187502217,0.386096264791587,0.1360408837095809,0.3476721292509056,0.6336129587735779,0.20809941015235095,0.7049756878540974,0.6445714441085898,0.3908346556638357,0.2786272308832718,0.5445655077749136,0.9093602059922816,0.993305388972341,0.3720396398734344,0.3253452937982943,0.46886725459101963,0.22591347305879683,0.19723412312352392,8.752742399256165,3.9033565532070043,0.08419968502593667,0.15955349069599864,0.7207640508890513,0.8136720222723939,0.6148726730895578,0.6285034920622938,0.8858830283129121,0.9246281396559843,0.8770751729005937,0.35974854633556386,0.056962229454451695,9.67024427273418,0.0017930998448710018,0.0016739565432830404,8.435731732339505,0.003638421448202235,0.0036699611003889543,1.6024642143422103e-05,0.002832978206859427,19729673.63119127,0.0
-8440500.200128468,1210609.450594235,52409468.689683296,48.008703149465745,-2.042127067002966,0.9170136297801177,0.6541684505799492,0.3546309596958469,0.019845384929830567,0.2066942986417151,0.8625301333626072,0.6417481682242163,0.4517999031199177,0.3686058350923761,0.3108160628669533,0.6214679171294584,0.76830244790891,0.21907226598626284,0.5964419812637756,0.20542927413188447,0.2573383625036164,0.27763806359645415,0.14257673436345897,0.07248747308239584,0.1848942236088698,0.39081205291229254,0.6645963288332382,0.41080864031494635,0.19367213142908082,0.04938870385743276,0.9554823793689314,0.9884404685968601,0.7163710943850404,0.05501791828268898,0.4621332912952838,0.09835632070648785,0.12212120702859823,9.249830022360603,18.689034588226924,0.3780141213602652,0.27079464825029426,0.7652586246605778,0.8093929869441936,0.5176241995694609,0.5531547132434314,0.7768184989649372,0.8868632338006079,0.8702475749585089,0.31357142607641286,0.06877451312866446,31.991296850534255,0.006631494801754116,0.0022142101310607186,2.6730420586004264,0.0044712094997912235,0.004488018070387243,0.0008674957157135972,0.001981507133289252,8440500.200128468,0.0
-9638214.882406155,1154221.0308871302,59705351.84383314,57.25155694617029,-2.2414201097500377,0.6200658109529524,0.7424756176424656,0.37591640401438015,4.184299493224333E-4,0.23084021782048836,0.9062967821212412,0.7935699942193905,0.44079217839136786,0.1935505754766289,0.28384510253752604,0.5238200275904106,0.5153024454428226,0.3144297693756486,0.3087836717145358,0.20401646935498857,0.2217511596819538,0.3172368233863355,0.17806446092296943,0.43831780844478363,0.10424486967518547,0.41131199024377135,0.1855674276392393,0.4411089288321641,0.3361229986661644,0.0029252561728991297,0.9509409680599833,0.9900579794110903,0.8193473956582458,0.06223689745797428,0.4965727712387305,0.08964190597281124,0.10778867723503074,11.203084690236343,20.536727987582644,0.40981839442307655,0.26383318458782856,0.7680916237857844,0.8023968399297057,0.522669288958186,0.5490839133860694,0.7111632431001289,0.8437888554125145,0.8936925710835322,0.28609894861051854,0.0023816427940965687,22.74844305382971,0.01077202602683744,0.0030490649734429866,3.6612044127129515,0.004714318162811809,0.004725441266306246,0.0006484268582618487,0.0022005759907410003,9638214.882406155,0.0
-5303071.542304346,1112906.1980557318,53516196.469168216,72.4303239431608,-1.9475151017010863,0.6546118433482573,0.743817053447538,0.37626516670308563,0.02716949038261189,0.20859166744480281,0.9075967952344233,0.7940121243210497,0.5570671754194687,0.37384610464962137,0.05057066584378414,0.5045536323460492,0.5874679952722175,0.4849840858400538,0.7050973566115306,0.3574961994078238,0.26562152566233,0.3160144363584696,0.18240974853583203,0.1762822996526885,0.01776830001134705,0.4083690348543443,0.32767191466581747,0.45033330963487206,0.5293513106933256,0.018158088709200944,0.9962547870824585,0.9959449405870455,0.9061642003843957,0.06457728576080132,0.442305532215612,0.08976610728191989,0.09848434814844585,9.458625779042608,20.04097101271286,0.11390154976968869,0.20129607247353737,0.7401023622110914,0.7583764017065205,0.4885990525369497,0.5021006034964258,0.754768664460043,0.7906505426813213,0.8573719521997178,0.26319774818063113,0.11482287057309766,7.569676056839199,0.0023603257524971695,0.005683773993435713,5.087795546951629,0.004632723342383932,0.004642876318473987,0.0006293070162711874,0.0022196958327316617,5303071.542304346,0.0
-14259004.022321843,1511474.9978890612,85017988.54188305,44.83445262869203,-2.2097851140174765,0.6745585147733838,0.8060113319538232,0.9500093228371048,0.8501302545748649,0.23165649649534004,0.6836309140473487,0.8256063480217383,0.29619066587462434,0.2532251387554259,0.03358873512092703,0.6141561494231564,0.559491630308355,0.4883926423188223,0.9960910033542869,0.6492503015192354,0.5622100549861773,0.11226821188094058,0.32836422040474594,0.15447580717661674,0.559991582071568,0.41184802105479507,0.5974153261135154,0.43919193096365944,0.15402258872345292,0.045602287492036576,0.9650433096610205,0.9914161371323676,0.9135956952799369,0.32377847153136724,0.4900504817899792,0.09505513311630588,0.25486852638817364,10.57596766093112,18.944744894814804,0.25391523842707775,0.23136873616230497,0.7564586431344404,0.823707844236791,0.6590656394893333,0.6660119737059663,0.6789759178962769,0.7735568461262938,0.8902757758198997,0.3646556619058906,0.014962352102470789,35.16554737130797,0.0020143062078485327,0.0007606313533333531,5.941541692785691,0.003958860650483653,0.003966477966834075,8.54869998284393e-05,0.00276351584917441,14259004.022321843,0.0
